x y z s_gradient
0.71733524 0.00160506 0.20391759 0.23815217
0.77911630 -0.04124794 0.04316282 -0.17581194
0.41398270 0.15341999 -0.46971901 -0.01687811
0.79420661 -0.00579336 -0.12176551 0.09412850
0.54186670 -0.03979906 0.32432594 -0.22328005
1.40837342 0.30496771 -0.14133145 0.00761019
0.75744546 0.16833229 -0.23129018 0.11478370
0.28480018 -0.01582023 0.20192690 -0.08359876
0.19704793 -0.18022447 0.14316293 -0.06565516
0.61043090 0.35406841 -0.35284186 -0.07936339
1.18804123 -0.38449811 -0.50729093 0.12634318
0.58527181 -0.28361473 -0.00968892 0.25049116
0.58156828 -0.04894355 -0.21060276 -0.03201968
0.70816404 -0.07933428 0.27591622 -0.17276171
0.55490694 -0.24116186 -0.42192764 -0.08461465
0.55697264 -0.31730114 -0.33749046 -0.05906273
0.73186433 -0.44441752 0.35304834 0.13816199
0.63992910 -0.01096066 -0.25869149 0.20737856
0.79109307 -0.00072623 -0.17152416 -0.19245166
0.64995617 -0.42069636 -0.40883178 -0.04508268
0.31995348 0.08738182 -0.00081458 0.07875665
0.86224482 -0.22999746 0.14366696 0.03621557
0.57153236 -0.23576130 0.09632692 0.19111725
0.58349704 -0.15727980 0.01049977 0.12249824
0.56761740 -0.03842202 -0.10314829 -0.17604385
0.27376287 0.01869135 -0.20067859 -0.18285025
0.34491778 -0.06017496 0.18350664 0.14670438
0.64640338 -0.13278555 -0.14283651 -0.13107976
0.75895332 -0.59918394 0.19934125 -0.24310931
0.13149606 -0.35385198 -0.12856646 -0.01821143
1.14253104 0.41935484 0.17662194 0.04969787
0.68913559 -0.46556924 0.03918954 0.22374029
0.46269462 -0.20416733 0.03870077 -0.02393632
0.48222250 0.21732489 -0.48398869 -0.00667750
0.61875286 -0.21977431 -0.10240896 0.13790771
0.67615660 -0.27932697 0.04105803 0.02242421
0.54691545 -0.16514672 -0.11764312 0.07106520
0.56136203 -0.19195913 0.00177362 -0.15443123
0.53045584 -0.15282063 0.39746056 0.05138760
0.70380998 -0.09567806 0.03646511 0.08292707
0.34329497 -0.10919290 -0.08001936 -0.17971680
0.28830152 0.09683851 -0.12640318 -0.15820980
0.51113333 -0.14217996 0.73977265 -0.09859035
0.43434621 -0.51716924 -0.39998299 0.07288805
0.78982566 0.33411317 -0.17044930 0.09395856
0.91973742 0.18539750 -0.04737003 0.15274991
0.53488843 0.04521756 0.21936396 0.13602485
0.69932364 -0.16920208 -0.04355176 -0.19262306
1.09531586 0.06280345 0.21733136 0.02652837
0.73497125 0.06833944 0.02717473 0.13075250
0.82434766 0.17966056 0.06597337 -0.00807518
0.42655937 0.09638970 -0.01675198 -0.14565109
0.52293602 0.66969399 -0.38476283 -0.11160738
0.83962821 -0.21566774 0.03279887 -0.00106108
1.24214688 -0.24059225 -0.18096816 -0.01230450
0.59562157 -0.21180424 0.22101409 0.07040300
0.46636764 0.16350241 -0.33229728 -0.12658506
0.14829212 -0.05724624 -0.39212696 -0.04477182
0.97956723 -0.38245087 -0.25942167 0.06199761
0.70340497 -0.14659099 -0.37959699 -0.01119163
1.10999104 -0.25040845 -0.04906445 0.16170051
0.54770187 0.17757729 0.11558812 0.19877763
0.39329974 -0.08145680 -0.05673061 -0.22397415
0.78723987 -0.29208048 0.50452764 -0.11284114
0.41020415 -0.00218735 -0.28999736 0.01800444
0.27546025 -0.21860710 -0.24263080 0.04717803
0.49643574 -0.24474126 0.17388811 0.11554073
0.40425403 -0.22345387 -0.09824222 0.02090525
0.84820972 0.05371904 -0.02492238 -0.11805148
0.24173881 -0.28567711 -0.31960249 -0.09620368
0.92671281 0.13264078 -0.21540513 0.11523481
0.45890709 -0.20632254 -0.22146530 -0.04593727
0.71507526 -0.07188406 0.52029194 -0.10488134
0.91258996 0.32737009 0.16783924 0.19714037
0.49433523 0.14944772 -0.08720817 0.03349950
1.00756901 0.10106985 0.06559009 -0.20696927
0.63176817 0.43506661 -0.35843758 -0.07441062
1.05957196 -0.04653845 -0.35153724 0.01898299
0.41194757 -0.41270182 0.16341419 0.11003640
0.34042676 0.04216692 0.28355426 0.06717038
0.43199577 -0.06702592 -0.32584165 -0.09555115
0.50291072 0.64350591 0.19448329 0.16914068
0.53381740 -0.15292201 -0.01065835 0.23146028
0.63251269 -0.10476743 0.13251480 -0.14601542
0.36163813 -0.23959692 0.09254886 -0.11205350
0.30783956 0.18225431 -0.00357015 -0.11367361
0.14302270 0.02737478 -0.42128666 -0.10144096
0.77334050 -0.06217858 0.46277105 -0.03315543
0.86782821 -0.26517313 -0.50518497 0.00640586
0.41122469 -0.30531465 0.45643452 0.20860412
0.59742134 0.23335470 -0.07125773 0.13973754
0.55508313 -0.00815676 0.27663483 -0.15138562
0.67790619 -0.26433346 0.40562853 -0.16631162
0.52679613 -0.11388003 -0.70737633 0.23917461
0.75859990 0.02525316 0.02498141 0.24200901
0.49929383 -0.14380446 -0.09239511 -0.05609120
0.71579022 0.15977944 -0.05775790 -0.05612530
0.83723437 -0.01974355 -0.12605660 -0.10098506
0.64960389 -0.33984660 0.05817958 -0.20926365
0.21445447 -0.25693174 -0.50467285 -0.03165302
0.55622076 0.40240843 -0.02926917 0.00065242
0.76089634 0.58807847 0.10101396 0.11768143
0.40869699 -0.15689215 0.00016455 0.14973814
0.44177634 -0.13952175 0.24631348 -0.17877476
0.85653907 -0.41172312 -0.20454238 -0.00285737
0.48399890 0.14977224 0.28576890 -0.03580153
1.27549198 -0.11641832 -0.10393218 0.09494112
0.74714250 -0.17055418 -0.03524047 0.00198269
0.49624047 -0.65541348 0.03080831 -0.07607138
0.55440976 0.31780776 0.00137260 0.02920533
0.28631313 -0.06452472 -0.52277071 -0.04033098
0.29727054 0.15887649 -0.06183511 -0.04002073
0.83062706 -0.49172306 -0.06061535 0.03350883
0.48112188 0.23896215 0.16819069 0.07431693
0.76056304 0.38535251 -0.09202178 -0.10969156
0.93377021 -0.26105154 -0.27021944 -0.01321785
0.78818664 -0.37618518 0.14319141 0.16086397
0.62532830 0.26796318 -0.01486099 0.17078505
0.61401224 0.12731625 -0.16566239 0.04480147
0.42344842 0.11860736 -0.00732195 -0.13757899
0.49817152 -0.02069602 0.39863988 -0.17974097
0.48924540 -0.11800490 -0.42686106 0.10743934
0.58941177 0.16422088 0.20904953 0.10830050
0.62705440 0.23895839 0.18280760 -0.16767614
0.87823756 0.24607566 0.39249455 -0.06703164
0.55757671 -0.33176451 0.16592969 0.00364003
0.79513830 0.39249885 0.32032259 -0.06123806
1.08636811 0.15496350 0.05720265 0.07958292
0.25375422 0.07702413 -0.13812584 0.24208756
0.65287750 0.01362830 0.11793340 -0.11165566
0.57566732 0.23375505 -0.68078858 -0.27140756
0.64749839 0.30062244 0.46751213 0.06227145
0.78299033 0.42122076 0.04223400 0.29421158
0.60071564 0.13235391 -0.00079857 0.04858457
0.40441063 -0.12881006 -0.27803823 -0.03418932
0.73209427 0.00284795 -0.09007153 0.08111414
0.45832906 0.12626409 0.19511205 -0.22956519
0.31737150 -0.32192117 0.23862749 -0.15161666
0.25621669 0.13687171 0.40422730 0.02354117
1.00480870 0.18446815 0.17720238 -0.03184921
1.16297686 -0.58359892 -0.11608392 0.03462774
0.81212296 -0.08432175 0.30994458 0.34016348
0.59016148 0.03293597 -0.06866867 0.14831391
0.46937226 -0.13677749 0.06779157 -0.22847477
0.40635876 0.23830122 0.16330648 -0.23787537
0.87485411 -0.28223109 -0.42486914 -0.12812738
0.59895356 0.72470015 0.31655219 0.19145984
0.46138842 0.10612803 0.18189673 0.05912267
0.25790294 0.34240647 -0.04185603 -0.04408540
0.57732979 0.00594616 0.28613503 -0.00446371
0.41120446 -0.42674250 0.08073882 -0.13724251
0.08908548 -0.07527590 0.29671857 0.09348901
0.74477348 0.26058902 0.15508784 -0.01191605
1.20258362 -0.14705991 0.09953292 0.05564760
0.49046988 0.23920032 -0.01539372 -0.00205144
1.02971122 -0.13270399 0.35178163 0.04207195
0.74828488 -0.00811527 0.13561058 0.29788131
0.66531610 0.08898867 -0.05171777 -0.17720287
0.42460287 -0.08376778 -0.42078624 -0.19967415
0.81048708 -0.30879099 -0.05441176 -0.03424092
0.76201126 0.20984918 -0.44366298 0.20038693
0.57703798 0.11493617 0.01300403 -0.00338989
0.93601874 -0.20545172 -0.51226028 -0.26116111
0.80258150 -0.13427153 -0.43963515 0.04084410
0.56037190 0.30763949 -0.31581315 -0.04433628
1.18399899 -0.20947040 0.02175271 0.08648707
0.29521690 0.01040259 -0.03343696 -0.00223821
0.22762652 0.70645674 -0.12383429 -0.11644756
0.47638436 0.24225897 0.45356372 0.08729435
0.88160922 -0.30029503 0.05347725 -0.02293871
0.12965688 0.22542627 -0.40879703 0.13311291
0.39919967 -0.00080038 0.11125164 0.05837475
0.53476634 0.37977092 0.18080990 -0.17303444
0.76118119 -0.30735023 0.42484197 -0.07161808
0.39923371 0.43438561 0.50554876 -0.06065262
0.72816413 0.25800327 -0.77072994 0.09978406
0.55124940 0.27554141 0.23112757 0.01357120
0.29506917 -0.07343051 -0.63409138 -0.06504424
0.70324821 -0.47083210 0.28261946 0.12275029
0.89568122 -0.11859170 0.13031898 0.14632887
0.54572532 0.06047710 -0.28681486 -0.11242383
0.75562316 -0.41029631 -0.45748254 0.15589059
0.56951792 -0.05281082 0.06807543 0.02371172
0.43762313 0.47142292 0.04015125 -0.14752575
0.65822044 0.04930847 0.25072747 0.16556258
0.74400435 0.11050447 0.18399603 -0.17259549
0.14384634 -0.44671191 -0.01901469 0.08452496
0.55058153 0.14495246 0.00500423 0.11625033
0.74546623 -0.31139882 -0.00268614 -0.25978858
0.26473582 0.09671448 -0.46957126 -0.04899342
0.68707752 -0.36724985 -0.09588195 0.02513956
0.82373192 0.05684500 -0.41141506 -0.07073227
0.43190154 -0.37534463 -0.42368962 0.21062244
0.62941579 0.14007459 0.11015148 0.26869975
0.75065670 -0.00297771 -0.06834755 -0.19694716
0.33173267 -0.11001992 -0.33033710 -0.06403512
0.38870862 0.02223172 -0.02945152 -0.06639798
1.36618201 -0.33644890 -0.03127468 -0.12237865
0.24406697 -0.09694647 -0.08677330 0.21941659
0.81122001 -0.11241663 -0.04782990 0.00342576
0.49242051 -0.35026294 -0.16302559 0.03509933
0.50451582 0.01845647 0.13973682 -0.03704728
0.54135087 -0.06304407 -0.43020329 -0.07489907
0.73493363 -0.17397447 0.18678081 0.00403922
0.92910999 -0.04697876 -0.25582782 0.14143996
0.59582535 0.08717550 -0.07888000 0.16478917
0.45899040 0.14088305 0.12439457 -0.25036893
0.51342759 -0.41351654 0.11409455 0.00939760
0.40816820 0.05358527 0.03778931 -0.03980441
0.12776314 0.02027042 0.12863313 -0.19600456
0.75928810 0.02934144 -0.49429651 0.05497171
0.91927027 0.10275567 -0.30082983 0.16686355
0.40305924 0.05780605 0.16994605 -0.04579979
0.47800929 0.20638135 -0.44819171 -0.20842967
0.33938525 -0.51609100 -0.22435129 -0.01886417
0.97701930 0.51445056 0.05864762 0.24100969
0.44039270 -0.05540998 0.11833497 0.01384631
0.20925479 -0.14312479 0.35872327 -0.09319615
0.33857248 -0.18725622 0.00329841 0.24028955
0.67078556 -0.15625101 0.01924110 -0.10221636
0.75198488 0.49036296 -0.03156109 -0.17465889
0.58967567 0.38186309 -0.13729146 0.02071240
0.26891174 0.06256224 0.26904376 0.00057828
0.69026178 -0.02425391 -0.36209834 -0.02300589
0.58540769 0.30828873 -0.30852927 0.14012057
0.53881321 -0.09687118 -0.17442614 0.22002030
0.66198075 0.11082631 0.10820673 -0.18566523
0.35579756 -0.41149592 0.06559711 -0.26168472
0.47352024 0.45957809 0.47112742 -0.03294176
1.09767245 -0.23502773 0.14234227 0.16686747
0.81773813 0.18958856 -0.08859949 0.13055612
0.91979123 0.00011875 0.03202653 -0.09205397
0.21554164 0.16119124 -0.06510293 0.16364115
0.71619472 0.05877842 0.04523414 0.17577728
0.58857161 0.19664993 -0.04972313 -0.24908678
0.23620065 0.14223890 -0.20225138 -0.18057969
0.26893454 -0.25556083 0.07083309 -0.02844627
0.57587030 -0.53317076 -0.09591399 0.07934265
0.89230781 -0.11282392 -0.04136914 0.03364765
0.86074786 0.19887231 0.25543777 -0.13430557
-0.09313840 0.43338076 0.15910011 -0.05700252
1.21536910 -0.19558151 -0.44086265 0.26114964
0.60180461 -0.06884308 0.16341600 0.18600924
0.86873209 -0.02182354 -0.06017701 0.01578434
0.73067995 -0.06408217 -0.08499553 -0.13600366
0.85928373 0.31494446 0.27099156 -0.26209897
0.55794257 -0.53494725 -0.03705152 0.13670968
0.41050500 -0.03243125 -0.16777272 0.03173979
0.59481504 -0.25981891 -0.32017936 -0.10287092
0.90567287 -0.24241440 0.00008291 0.04002605
0.83862871 0.22857603 0.19871205 -0.00300327
0.67571663 0.18100083 0.34327203 -0.07797841
0.70625565 -0.45930059 -0.13213330 -0.04196830
0.77409252 -0.15677398 0.40502653 0.15789612
0.58420504 0.02131219 0.28118605 0.15828833
0.55428753 0.04406926 0.22478087 -0.10796068
0.23193235 -0.07132454 0.20728832 -0.17635171
0.61640004 0.36683345 -0.39398084 -0.02643711
0.17749956 0.19242163 0.21645180 0.21805605
0.55168750 0.10009860 0.18630174 0.13175491
0.39653420 -0.17671209 0.04743154 -0.14138551
0.82602224 -0.29148923 -0.04948691 0.12807886
0.53894084 0.10448978 -0.00217459 0.00866877
0.46352910 0.31214145 -0.13481437 -0.23790436
0.52697591 -0.39787441 -0.17840647 0.13286627
0.72901902 0.08015049 0.14987925 -0.07427399
0.73774557 0.52192851 -0.18696471 -0.20959855
0.19514406 -0.26263825 -0.17591296 0.09907389
0.35641827 0.02341521 0.31316373 -0.03829876
0.98491477 0.12607713 0.53531805 -0.07558769
0.51090674 -0.40812976 0.26329452 0.03574645
0.14035140 -0.18875076 0.13002806 0.13487982
0.57440463 -0.04773819 -0.29519751 0.18225868
0.59729940 0.25091562 0.00499198 -0.07708177
0.39244353 -0.31188462 -0.20239865 -0.01422709
0.69808344 0.08590057 -0.20012678 -0.07598117
0.04731014 0.10500319 -0.22442685 -0.08164126
0.77226562 -0.18902741 -0.24697511 0.01617587
0.63829298 0.58942481 0.18725750 -0.06449556
0.63405482 0.08971288 -0.43777897 -0.01376098
0.31941491 -0.62773222 0.43246847 0.02795638
0.98184651 0.09820463 0.03377878 0.02185365
0.21210250 -0.05482499 0.44809797 -0.02276907
0.63285400 -0.14116162 -0.43951767 -0.01977779
0.94507643 -0.01752095 -0.43918346 0.01247085
0.36893358 -0.31938450 -0.03293588 0.22978706
0.65183474 -0.12580427 0.19426165 0.10954693
0.61970056 0.26557810 -0.08929852 -0.25041195
1.36133140 -0.14112218 -0.22583250 -0.16396529
0.34342486 -0.05273518 -0.42988402 0.06297356
0.67364071 -0.47632594 0.04041773 0.06627701
0.26218706 -0.09532335 0.15113510 -0.04317065
1.17600942 -0.26950013 -0.03757936 0.04423439
0.41906033 -0.21746758 -0.17874333 0.00593459
0.80601662 -0.12201397 0.56232817 0.04932947
0.70399481 -0.25250267 -0.09167630 0.04800471
0.39953825 0.20001716 -0.40969491 -0.10102772
0.26476215 -0.14788653 0.17073670 -0.02320846
0.90826507 0.34513555 0.13245038 0.04524115
0.57927762 0.19865645 -0.28612515 0.01148938
0.13883569 0.10915939 -0.25141960 0.20089216
0.58367332 0.02990675 0.06202989 0.10888943
0.83444788 0.20801880 0.04875002 -0.07889266
0.48949618 0.02694052 -0.14905260 -0.15013268
0.55089277 0.65454336 0.04554743 -0.12304947
0.71256125 -0.17637016 0.25501835 0.17647977
0.79006811 0.19183814 0.05372281 -0.04805133
0.85854752 0.31792130 0.07077473 -0.03041400
0.57134691 0.22364275 -0.22603133 -0.00880014
0.42050993 -0.01332509 -0.43533927 -0.02503177
0.80689882 -0.24072847 -0.11787276 0.22829699
0.54668010 0.00982171 -0.08591332 0.18132132
0.58315724 -0.01490691 -0.11175774 -0.28428233
0.40670139 0.27036848 -0.52610143 -0.03136241
0.54857121 -0.11722487 0.10469787 0.08440219
0.23642680 -0.12494634 -0.02558993 -0.17806226
0.86751840 0.08304624 -0.29587205 -0.00295542
0.47813082 0.22151284 -0.30019372 0.21916080
0.58033893 -0.00228011 -0.09644576 -0.09956243
1.27393795 -0.10318286 0.11244129 -0.18898214
0.40842472 0.13193700 0.21769690 0.19681714
0.45300899 -0.01367545 -0.22381994 -0.04397709
0.31389905 0.25919886 -0.13850024 -0.20016961
-0.00340308 0.44133904 -0.20052383 -0.00672158
0.53840674 0.41022663 -0.03543552 0.04225572
0.55916585 -0.30704326 -0.40870842 0.21849059
0.55840343 0.09070244 0.07638135 0.00786829
0.47968473 0.00506445 -0.45930250 -0.25589374
0.71504176 0.04035146 0.49341522 0.17222720
0.60186991 -0.23566734 -0.01268078 0.24920844
0.51805005 0.10867697 0.00672302 -0.18955439
0.28501332 -0.40893582 0.06572705 -0.20395245
0.94577864 0.01983697 0.20332434 0.12095253
0.85320229 0.06669796 -0.20362287 0.05088893
0.64882702 0.30176822 0.13247264 0.07742900
0.78706134 -0.11563656 -0.05058844 0.03273158
0.57031817 -0.01283450 0.29198958 -0.17146947
0.01320657 0.00763458 -0.01987409 -0.08899493
0.25712471 0.16794180 -0.18112505 -0.02006033
0.51074184 0.46219548 0.25249341 0.19124693
0.74362173 0.09519423 -0.04117001 -0.01335292
1.09984432 0.20054191 -0.18738748 -0.16649132
0.24997443 0.14170950 -0.01396728 0.08032634
0.24276546 0.10714654 -0.06725679 0.10033306
0.73266623 0.11043505 -0.15206601 0.12786278
0.75821119 -0.12447627 -0.10822047 -0.05731096
0.46693215 0.28274361 -0.07014310 -0.21393855
0.94311080 0.44587122 -0.18467978 -0.09744392
-0.13024883 0.26112739 -0.08549297 0.15767573
0.38345340 -0.14717953 -0.10370346 -0.01168978
0.92429827 0.03997781 0.32089966 0.09023609
0.72355503 -0.07730768 -0.09758930 0.06601388
0.74040219 0.20510641 0.24919817 0.01780371
0.53461537 0.04380146 0.14601010 0.00135402
0.50400874 -0.28373501 -0.20156777 -0.15346654
0.53974114 0.16555178 0.31474437 0.00417856
0.26098820 -0.14933625 -0.08946562 0.06039526
0.79867926 -0.13202763 -0.10743308 -0.01352821
0.24700186 0.12085183 -0.04034977 -0.04366480
0.43648874 -0.06487831 0.28174888 -0.02817223
0.34877827 -0.21041491 0.31306311 0.08891068
0.61894371 0.16743852 0.10043798 0.15878825
0.59116636 -0.08707478 0.20788951 -0.21067402
0.89058414 0.27104709 -0.29636791 -0.13713075
0.92622775 -0.08948381 -0.18875738 0.19442375
0.55766808 0.20778211 0.13511605 0.16773091
0.53615340 0.20941647 0.03496515 -0.01182305
0.45675713 -0.17700882 0.10255871 -0.18535788
0.57937057 -0.34387629 0.21179037 -0.18117572
0.47993124 0.39802991 -0.35074750 0.08597100
0.55482285 -0.17499442 -0.24385563 0.02850161
0.47830232 0.44264190 0.03584254 -0.16287280
0.40207299 -0.45715710 -0.43034064 0.18077035
0.46588421 -0.15842200 -0.05601268 0.02770329
0.03195405 -0.02292040 0.25693244 -0.22576876
1.00571031 -0.47361154 -0.20034819 0.07239719
0.38644153 0.03643036 -0.30494312 0.06463857
1.02056581 0.01088062 -0.03078657 -0.01855596
0.99817843 -0.00401191 0.10007585 -0.00190486
0.41230043 -0.34262552 -0.15259041 -0.06620613
1.14674396 0.15825524 0.06863371 -0.01141913
0.35590665 0.22781270 -0.33942332 -0.00628102
0.20823589 -0.13972178 0.48862273 -0.03889930
1.07447356 -0.11280923 -0.16854975 0.08843807
0.18990949 0.01950768 0.04050319 0.14457520
0.79738906 0.22767688 -0.04935548 0.08700725
0.73900697 -0.17515972 0.13426063 0.08579304
0.47319198 0.11486463 0.09462533 -0.12307314
0.61720091 0.19863493 -0.39259977 -0.18092854
0.33377095 -0.06751492 -0.36081585 0.05680014
0.49828387 -0.09365757 0.32742095 0.11949851
0.63563343 0.25735739 0.07541868 0.10603991
0.46608318 0.03342920 0.18235658 -0.16408308
0.89835033 -0.03307752 -0.41187766 -0.20610031
0.17054944 -0.08160315 -0.58447538 0.02521769
1.04877612 0.14923331 -0.15891675 0.02998057
0.32258810 0.25702977 -0.27840929 0.10078309
0.34544331 -0.19148649 0.02852185 0.03867322
0.75519936 0.29816806 0.26124282 0.01011562
0.60019343 0.25513049 -0.16774990 -0.03360680
0.14478350 -0.16778277 -0.20156513 0.02527478
0.44200323 -0.23984368 -0.11527739 -0.04155857
0.75500430 0.42881428 -0.43133662 -0.11370128
0.27806634 -0.19786156 0.19143547 0.17766092
0.54876314 -0.18102731 0.17918325 0.05839882
0.83909757 -0.00468999 -0.20405481 0.14071032
0.66756989 -0.05831705 -0.06025331 0.05426528
0.47189995 0.23124581 0.06247006 -0.25071665
0.85892522 0.33408154 0.11474519 -0.01928554
0.47338072 0.26008156 0.11641618 -0.08276231
1.25084194 0.07752572 0.17442201 0.14607073
0.67260597 -0.02477465 -0.06469789 0.16576776
0.67356096 0.13029394 0.28859697 -0.03146940
0.67721264 -0.11572229 -0.08171350 -0.14025442
0.26926576 0.41530346 -0.13529340 -0.09462177
0.84186012 0.06913771 0.07593296 0.13061812
0.57063803 -0.19694972 -0.24213385 -0.13342084
1.03211635 0.02849027 0.28131694 -0.03852019
0.94622673 -0.10271173 0.10587644 0.11978402
0.61125269 -0.28930345 -0.04636999 0.14461836
0.74687665 -0.12475731 -0.08121080 -0.15297101
0.55665829 0.52788233 -0.45851223 -0.01588225
0.72541082 -0.06333477 -0.16016373 0.21077447
0.53053107 0.16684406 0.18113090 -0.16578609
0.64650428 0.27318533 0.31720825 -0.03317281
0.80409399 -0.13654811 0.12361039 -0.02098670
0.72480016 -0.20390786 -0.39235972 -0.14024795
0.09430609 0.01746387 0.07450993 0.03598341
0.30455461 0.26150808 0.03805454 0.01725027
0.93736315 0.09263397 -0.26658339 0.14398256
0.71457030 0.16752767 -0.13690590 0.00588169
0.23947675 0.02507402 -0.25021116 -0.19608363
0.88022192 -0.10179417 0.43115028 -0.07253971
0.06896033 0.03369890 0.35734816 0.17186136
0.37742392 -0.03980023 -0.10075893 0.09315329
0.42905809 0.06115566 -0.32385540 0.09231876
0.57225780 0.12899856 -0.05377343 -0.00158627
0.34994895 0.25754635 0.18256424 -0.25422287
0.33970321 -0.32352689 -0.23798110 0.12548489
0.73631829 0.06889322 0.19752068 0.10170888
0.51846245 -0.23118356 0.22971162 -0.13945232
0.46163787 0.04663701 -0.38748121 -0.01312984
0.45754739 0.25234908 -0.17906864 -0.07882699
0.80362596 -0.58275492 -0.13984791 -0.10668585
0.55716134 0.43563508 -0.29226572 0.10066087
0.76774832 0.26423295 -0.18037241 0.06584154
0.50661901 0.03540719 -0.37037124 0.00847099
0.48622420 0.31902801 0.13066370 0.17342242
0.56081218 0.02826809 0.14522634 -0.04588046
0.79310254 -0.13910354 0.38368024 -0.18390707
0.92908705 0.16931441 -0.21073997 0.12257204
0.34494402 -0.08165095 0.01519127 -0.08736125
0.15787703 0.12367328 0.32186557 -0.02786922
0.74411853 -0.16901320 -0.19860085 0.28386455
0.67496309 -0.03832593 0.11076029 -0.09068089
0.75043034 0.27297263 -0.28303086 0.04745619
0.65540474 -0.09086875 -0.02465876 -0.04585522
0.81610221 0.24328147 0.34961091 -0.03342588
0.70639756 -0.02750420 -0.06321962 0.00889502
0.16631125 0.33493376 -0.08047460 -0.19755304
0.72647427 0.16974913 -0.31132888 0.01719336
0.36916340 0.38675498 0.07260888 0.07745771
0.45485358 -0.03158675 0.27155923 -0.03221698
0.83357862 -0.36652044 0.40857096 -0.06703029
0.84153701 -0.03811881 -0.29793061 0.04076190
0.86350216 0.11910688 -0.36444959 -0.10712157
0.54198048 0.78154324 0.00412544 -0.01979576
0.41450735 -0.25212416 0.44302475 0.09842257
0.81193987 0.35185978 0.06204632 0.04498944
0.91350481 -0.21208010 0.04064775 0.01503979
0.67176338 0.34561173 0.07971076 -0.02229101
0.44362206 0.01601846 -0.41910330 -0.09453728
0.01975782 0.20783534 -0.09368597 0.02962840
0.53464568 0.20773667 0.34925260 0.01807488
0.73362199 0.48201821 0.12567228 0.06108244
0.67555337 0.06009721 -0.32137389 -0.02163935
0.83899965 -0.61136651 -0.14656321 0.08480158
0.60573259 -0.19744058 -0.11293898 -0.00613655
1.05984389 0.27600597 -0.17145692 -0.14603813
0.48260837 -0.31925099 0.17624845 0.02480286
0.53756439 -0.49161662 0.02519590 0.11299737
0.70974472 0.24078524 -0.01833870 -0.00569782
0.50683221 0.49656617 0.00164654 -0.03809871
0.77989046 -0.13488491 0.17247741 0.00592155
0.23609275 -0.11551689 -0.30206856 -0.03692982
0.44875667 0.31261751 -0.15308147 0.04124202
0.77956403 0.37931630 -0.00689433 0.05176349
0.84844178 0.13277149 0.02910923 -0.05437749
0.78757890 0.45998452 -0.15931723 -0.09953257
0.36019977 -0.25447864 0.24860699 -0.02816619
0.88234191 -0.13425923 -0.53400339 0.14071043
0.43131082 0.13696354 -0.01668078 0.17066610
0.64508694 -0.13083610 0.25352228 0.04789926
0.68579795 0.14661587 0.03976642 -0.00168590
0.73109204 0.11464292 -0.23201866 -0.14129969
0.69326577 0.19787704 0.28878537 -0.02088668
0.70402679 -0.24131263 -0.20282933 0.16949620
0.49121298 0.04736598 -0.03055903 -0.12534488
0.31906698 -0.28243001 -0.52463044 -0.29887678
-0.17986873 -0.03294546 0.58005759 0.01379497
1.04919488 -0.24455785 0.03747582 0.02829474
0.23385512 -0.32802738 -0.29936815 0.26631023
0.54362533 -0.04561490 0.06317549 0.23814439
0.76580410 -0.08422023 0.00905049 -0.28388364
0.32654687 -0.33612426 -0.37474309 -0.23392643
0.76231195 -0.08447696 -0.46778007 0.04083257
0.58422776 -0.31220533 0.41509470 0.08355151
0.45529457 0.17037650 0.27224076 0.13830201
0.36126789 0.01901178 0.13836698 0.01295318
0.62888654 0.09027519 -0.33240735 0.05655056
0.73850905 -0.12154105 0.08736281 0.03285294
0.82999721 0.16720213 0.08717993 -0.18552369
0.76053207 0.17210276 0.37387529 0.06970867
0.59148733 0.04098925 0.23301670 0.05100891
0.47740310 -0.33381687 0.12330754 -0.09906959
0.54849408 -0.30188185 0.12513548 -0.10973815
0.95778325 -0.40743564 0.25558125 -0.13404547
-0.03426688 -0.10007166 0.46012898 0.24610472
0.51791899 0.02248460 0.19071655 0.08882608
0.17088162 0.01802370 0.01605327 -0.22356258
1.06558024 -0.30893521 -0.09538483 -0.04048464
0.36791105 -0.25860295 0.28185068 0.23701391
0.60666288 -0.13889180 -0.12946148 0.07793929
0.45919323 -0.11845079 -0.31611134 -0.03053647
0.53531761 -0.08980167 -0.18944918 0.17740760
0.63876156 0.05997237 -0.13916180 -0.24635283
0.56396646 0.53965593 0.53010831 -0.22752736
0.33647745 -0.22861189 -0.26485082 0.17481333
0.86426348 -0.09963232 0.05991856 -0.03331292
1.09924183 -0.00261620 0.17656218 -0.01690356
0.73010519 -0.14705434 0.26479043 0.05247197
0.38757480 0.33496995 -0.14686274 -0.03519238
0.48050807 -0.27212196 -0.23106485 -0.08668015
0.49330892 -0.60783714 -0.05833309 0.08406406
0.47300644 0.19750277 0.10574518 0.22221984
0.42309064 -0.11463769 -0.05865451 -0.14212371
0.97148914 -0.20557617 -0.17994017 -0.16413225
0.31785396 -0.37050987 0.07675091 0.04101814
0.65072583 0.32069046 0.26035225 -0.06635740
1.19927918 -0.01846819 -0.06513239 0.01750612
0.27494341 0.17414454 0.02963356 0.13255752
0.76281658 -0.28478105 0.08790105 0.14508562
0.65129990 0.03475876 -0.17081648 -0.12023168
0.89733116 0.51257689 -0.27758601 -0.24055682
0.78011099 -0.71946254 0.16715249 0.01666512
0.13246135 -0.13124184 -0.32825617 0.03530608
0.54609713 0.20969842 -0.46432832 0.03948965
