x y z s_norm
-0.75289895 0.19102401 0.12227858 0.57503803
-0.86714552 0.05345243 0.00184148 0.56681491
-0.81329804 0.08950061 0.03657239 0.64933249
-0.61814674 -0.01714437 -0.02250256 0.97600103
-0.69192491 0.03495852 -0.16097855 0.74005165
0.06420237 -0.35233331 -0.14618402 0.08773335
-0.72643553 0.51012335 -0.33003366 0.09322553
-0.49351943 0.06209852 0.08340058 0.83727274
-0.29091421 0.30395734 -0.11273921 0.24725615
-0.55149564 -0.46602551 0.02477325 0.20369809
-0.79849736 -0.04659561 -0.42134297 0.19149120
-0.49878193 -0.42414217 0.03707115 0.24329052
-0.90662640 -0.21241026 0.28868303 0.22016687
-0.45302051 0.28730078 0.38993178 0.14875467
-0.79320968 0.37474292 -0.36637641 0.13040748
-0.41347492 -0.12333443 -0.23257504 0.45362834
-0.44638253 0.23623788 0.22881710 0.35809647
-0.54628503 0.03298933 0.13171665 0.84503167
-0.52405898 0.13533896 0.05099987 0.78604409
-0.38930404 -0.40680195 -0.03281837 0.22169316
-0.94596162 0.06917550 0.41048254 0.11263823
-0.71852120 0.03181301 0.18912168 0.69773774
-1.11693073 -0.13052762 0.09112891 0.13708357
-1.32424868 -0.24420212 0.27521449 0.04895845
-0.34925077 0.09357956 0.22054941 0.42657730
-0.54622394 0.13884873 -0.07891343 0.78551252
-0.57104683 -0.15809260 0.31587084 0.37498860
-0.21961015 0.34497820 -0.10202719 0.11871321
-0.83844351 0.31924342 0.13597680 0.29747183
-0.51785391 -0.15840802 0.10641595 0.75391488
-0.87131951 0.15851559 0.34472167 0.17901468
-0.19223861 0.17713101 -0.34550539 0.10906942
-0.55066747 0.53492044 -0.21715290 0.11510819
-0.61479539 0.35338109 0.15428348 0.32059197
0.02003908 -0.18321735 -0.24743895 0.09111599
-0.29396864 -0.29896966 -0.04919200 0.25647013
-0.61641164 0.25899737 0.15356699 0.50856501
-0.48573377 -0.10060772 0.30375100 0.40040417
0.40645601 0.17282052 0.02491805 0.43692042
-0.92446574 -0.15937036 -0.05342756 0.34669305
-0.73365006 -0.00401946 0.44450402 0.20571694
-0.28820827 -0.03970818 -0.30206999 0.21818722
-0.26565809 -0.01226357 -0.43162511 0.12759273
-0.42189247 0.25642167 -0.60647710 0.06471434
-0.80613866 -0.02761350 0.18362773 0.57361380
-0.72893665 -0.20803548 0.18179231 0.49227534
-0.71708059 0.13551366 -0.27787891 0.44004559
-0.93808325 0.18881729 0.06312998 0.31867272
-0.36938607 -0.13314825 -0.19877633 0.39387203
-0.25982028 -0.38073969 0.31286518 0.06603143
-0.26987382 0.21502238 -0.17195188 0.25403917
-0.80413096 -0.05251394 -0.32375992 0.33487616
-0.84042350 0.16118357 0.16233728 0.43057128
-0.86239371 0.16903048 0.11357583 0.41804527
-0.22252844 0.14228411 0.26464526 0.18892392
-0.48073060 0.24498228 -0.32177929 0.26547271
-0.63043611 -0.00974569 -0.06093749 0.98318522
-0.48902834 0.15859491 0.09806427 0.71081745
-0.64423597 -0.18393252 0.27429652 0.42172477
-0.51256680 -0.25465346 -0.04842189 0.56374645
-1.03582492 0.00884265 -0.04959499 0.25204513
-0.74361674 0.39615005 -0.28903853 0.17173485
-0.42340176 0.54667704 0.26931698 0.12045151
-0.60788470 -0.28351716 -0.34051554 0.24014343
-0.70288792 -0.17175018 -0.17988673 0.59712198
-0.68157836 -0.02556177 0.12130299 0.82394669
-0.90944905 -0.17056095 -0.03991802 0.37475738
-0.64887130 0.45910593 0.05806165 0.17158369
-1.00339745 0.10454534 0.13641593 0.25001279
-0.63128201 -0.30334917 0.43951367 0.15565448
-0.86747098 0.16519305 0.05001263 0.41538579
-0.44979736 0.42671448 0.14040972 0.20585819
-0.73966606 0.27649807 -0.15777486 0.41412083
-0.55911050 -0.32327090 -0.25832031 0.29101325
-0.58715333 0.09202168 -0.42559766 0.22846845
-0.47567816 -0.20485724 0.31992200 0.32129852
-0.68799111 -0.28090557 0.01895114 0.51578573
-0.82905875 0.31723629 0.00013255 0.33214749
-0.63791916 0.14795025 -0.25123686 0.51537991
-0.92228841 0.10208789 -0.27491768 0.25823181
-0.87500254 0.20918901 0.13126603 0.38101922
-0.91345739 -0.15478401 -0.22593289 0.27608773
-0.15592018 0.22650261 -0.10521121 0.17382233
-0.45595133 -0.33904655 -0.16816154 0.32171383
-0.57378418 0.11305769 -0.02436478 0.89762788
-0.53799662 0.01958411 -0.04089435 0.93822389
-0.67403640 -0.10656622 0.05798438 0.87089630
-0.49729610 0.04958979 -0.29464926 0.49629940
-0.84973196 0.09972045 0.36791833 0.24856934
-0.56189613 -0.10291710 0.05608511 0.90584428
-0.88420536 0.32723579 0.04664854 0.20623674
-0.76736430 -0.04169887 -0.13175906 0.68485510
-0.27208251 -0.05056002 0.03884144 0.42049004
-0.45656839 -0.18519165 0.04842737 0.64606126
-0.53139111 -0.38851971 0.06317412 0.33892765
-0.61144052 0.03249157 0.00890743 0.97464632
-0.53520753 0.33433581 -0.29487685 0.27345198
-0.68553808 0.16665466 0.12023147 0.67678649
-0.48514861 0.68839430 0.15353388 0.05483988
-0.31726555 -0.07676801 -0.24822809 0.35010641
-0.67857936 0.17799004 0.10170696 0.70867979
-0.49918716 -0.05358610 -0.09345065 0.86001409
-0.64496431 0.18111886 0.21018186 0.53272201
-0.85156041 0.19058564 -0.16268031 0.39742281
-0.48276959 -0.04799144 0.39144714 0.26790976
-0.70451866 0.04465296 0.15164829 0.74446764
-0.81848971 -0.01821426 -0.06664622 0.66691315
-0.72845337 -0.10993075 0.27800365 0.43318318
-0.74963768 0.14160197 0.07864875 0.70885248
-0.94924503 0.12979236 -0.35337830 0.15039682
-0.44297704 -0.12679791 0.00209181 0.72776288
-0.92356999 0.03059558 0.23173760 0.29081309
-0.80174136 -0.15179177 0.11365526 0.57672066
-0.48009542 -0.60854482 0.50385159 0.04792390
-0.46786163 0.17422967 -0.03588511 0.70807886
-1.06383838 0.16868052 -0.14129701 0.18177210
-0.46401708 -0.05470027 0.05950984 0.81803414
-0.79374910 0.21609724 -0.29709476 0.28194227
-0.03860764 0.55948716 0.40817490 0.04860846
-0.28113025 -0.02113709 0.29163668 0.26629316
-0.62404412 -0.38837939 0.37580035 0.13508049
-0.31779388 -0.00783478 -0.30629606 0.27182299
-0.74655017 -0.45528640 0.23627021 0.14540123
-1.00082724 0.07170772 -0.21092334 0.19043656
-0.95667586 0.05958877 -0.08344985 0.35570967
-0.39045272 -0.31690132 -0.18932866 0.27979489
-1.19691055 -0.54608667 0.44954810 0.05930616
-0.07910044 0.02318155 -0.20595719 0.15311564
-0.67461223 0.21839355 -0.12859725 0.57933179
-0.54059153 -0.00318901 -0.14220317 0.82589796
-0.73154819 0.07333022 -0.24422203 0.51269107
-0.48706766 -0.11789474 0.03184183 0.80199980
-0.25400936 -0.04204801 0.22995109 0.31621070
-1.04800821 -0.11759075 0.00692216 0.21992031
-0.11916733 -0.48998802 -0.02405247 0.06462136
-0.23582779 -0.19625510 -0.05320970 0.26093460
-0.51706525 0.04612714 0.39144262 0.27118039
-0.48788155 0.33194322 -0.09000209 0.35916010
-0.78513135 -0.05643080 -0.28977577 0.41539877
-0.47912208 -0.09646953 -0.16794722 0.66261715
-0.47533540 -0.28592894 0.19262555 0.34745482
-0.71958435 0.28977411 -0.09818439 0.42603067
-0.44202258 0.04489059 0.18597547 0.63659791
-0.57251328 -0.41584935 0.25219838 0.18578196
-0.62192073 0.19737902 0.17256162 0.57717463
-0.79332412 -0.22869885 0.16383878 0.40953602
-0.67581226 0.23410732 -0.04455024 0.66146717
-0.34414756 0.10582612 0.07199375 0.55933042
-0.69350280 0.05810690 0.29821318 0.49273119
-0.61355386 0.13279361 0.01159002 0.83996953
-0.56884899 0.43085269 0.30043251 0.14754533
-0.58014905 0.05361352 -0.17546763 0.75834528
-0.64324289 0.07734945 0.21265340 0.67617046
-0.41269478 -0.27731476 0.24424568 0.30315973
-0.62219342 -0.24674784 0.33409618 0.28664786
-0.23418025 0.06593675 0.17719840 0.27188586
-0.40813770 0.34894304 0.18201713 0.23553416
-0.93192207 0.50245194 0.26641422 0.09330274
-0.72738105 -0.25740627 0.12620336 0.48761348
-0.66956501 0.08249884 0.18585171 0.70455583
-0.74161047 -0.27902700 0.09645462 0.44684442
-0.73334696 0.03652395 -0.33583161 0.37310741
-0.66304568 0.17873797 0.15148313 0.64220148
-0.79708949 -0.29206609 0.00394092 0.40680445
-0.45974180 0.10129379 -0.12803996 0.71313052
-0.52554389 0.37558887 0.05128617 0.33005620
-1.00828698 0.05080008 0.51098924 0.08128637
-0.92184770 0.00743117 -0.05658386 0.44392333
-0.57602926 0.04856304 0.28499300 0.51186822
-0.57880418 0.31931489 -0.02941391 0.44228297
-0.68753419 -0.16729575 -0.45427176 0.19257944
-0.53105465 0.51350007 0.11455887 0.13325621
-0.42831316 -0.10325783 -0.06108335 0.73000911
-0.35383963 0.50217341 0.37198698 0.07708036
-0.39868884 0.00878764 0.05242973 0.73303401
-0.78837683 -0.36204188 -0.28169959 0.19030353
-0.58754999 -0.07299807 -0.36736043 0.36643902
-0.60933084 -0.07960758 -0.29321221 0.48638298
-0.69254475 -0.08023825 -0.15415928 0.75083493
-0.36833246 -0.47572539 -0.49644975 0.08175003
-0.59917855 0.02403180 0.10105378 0.89404696
-0.73474338 -0.22948095 -0.00182903 0.61430486
-0.71039453 0.38776785 -0.08105681 0.33083754
-0.61329629 0.61885453 -0.04869006 0.11211604
-0.46096078 0.16157736 0.18285041 0.56318881
-0.52762818 0.04846020 0.02508357 0.95350232
-0.74399848 0.08137970 0.50716146 0.13839592
-0.29732952 0.07597951 0.21395745 0.34226419
-0.81729398 -0.06512804 0.23696246 0.46140715
-0.22820820 -0.19271654 -0.12089708 0.23376004
-0.05465605 0.02406531 0.45584049 0.05311114
-0.54828567 0.06154507 -0.07637272 0.90514873
-0.36436121 0.33944439 -0.25875056 0.19939660
-0.68811264 0.22876963 -0.03238716 0.60972030
-0.72334637 0.25238554 0.27586330 0.31247128
-0.71241052 0.05309163 -0.30211870 0.44392061
-0.82387023 0.03104131 0.00785170 0.65653154
-0.84171902 -0.17899348 -0.26626109 0.25699512
-0.48623504 -0.49190980 -0.25289431 0.10302230
-1.06573539 0.10475515 -0.45068339 0.08703688
-0.59206770 0.40988100 0.41835850 0.11956963
-1.05147689 0.07460240 -0.24724282 0.16492238
-0.89828401 -0.02836749 0.30707279 0.27222957
-0.45008528 -0.17878523 0.17625850 0.50955467
-1.16092708 -0.18823645 -0.20597289 0.07601981
-0.58041983 -0.05070699 -0.03536777 0.97955379
-0.64367988 0.00560181 0.13503274 0.85422240
-0.56266724 -0.07108795 0.10043707 0.90016594
-0.39346911 -0.13900647 -0.01485068 0.62858178
-0.30952336 -0.27569017 0.45117555 0.12609923
-0.93478874 -0.08634115 -0.23754750 0.26612458
-0.05301825 -0.12583751 -0.12521029 0.15114775
-0.69268718 0.02390070 -0.08211044 0.92592200
-0.63322170 -0.88230249 0.01428996 0.05838176
-0.59554834 0.25964220 0.32726524 0.28706890
-0.64692702 0.20405727 -0.27539220 0.38837847
-0.40816441 -0.14311895 -0.29617437 0.35646968
-0.64639717 0.35011811 0.04525138 0.40736107
-0.22587796 -0.18718318 0.26196278 0.17212865
-0.76304001 0.05633217 0.05417071 0.78989959
-0.43462707 0.06268515 -0.18479613 0.61157280
-0.37992326 0.43291415 -0.14595086 0.17474018
-1.05880802 0.12482989 -0.08279510 0.20758675
-0.63277571 0.13904444 -0.11409811 0.78420343
-0.66721299 -0.02502988 0.36743848 0.34849089
-0.59248260 -0.30891840 -0.29896962 0.27512051
-0.56519252 -0.28235700 -0.39057587 0.21266345
-0.44111600 0.17112460 -0.09203413 0.60697353
-0.52658518 0.04703041 0.15060485 0.79339334
-0.44881252 -0.65144715 -0.06012474 0.04452134
-0.47052395 -0.10261415 0.00905066 0.82262450
-0.41232500 0.02023131 0.37697985 0.29499986
-0.31825344 -0.02964104 -0.04951154 0.52806230
-1.31258103 -0.08162555 -0.33831722 0.06349183
-0.54469261 0.03821768 0.17396394 0.76210213
-0.25083238 -0.00656736 0.57010408 0.07164175
-0.54188714 -0.32755410 -0.14051797 0.38050310
-0.69318668 0.14803179 -0.23681248 0.50199555
-0.67449397 -0.04026007 -0.11203020 0.85680393
-0.39714615 0.16033035 0.29164178 0.30647734
-0.68275630 0.30063189 -0.34099927 0.22730535
-0.94709608 -0.30345042 0.00230292 0.22193114
-0.29940547 -0.15053552 -0.11917335 0.37711749
-0.65400449 0.14320703 -0.11940633 0.75001908
-0.73335424 -0.33634882 -0.14293028 0.32066116
-0.30563456 0.02273150 -0.18496363 0.42337720
-0.29096401 -0.14630338 0.35498889 0.17318510
-0.24909826 0.01400291 -0.37463738 0.17394600
-0.02762485 0.09681901 -0.08097176 0.11858361
-0.36096802 0.17557570 0.32773459 0.25780985
-0.76558695 0.07961835 -0.29646756 0.42003753
-0.43341640 -0.00573634 0.07025231 0.79927487
-0.63658743 -0.06274721 -0.21705779 0.69726042
-0.40239245 0.37242601 -0.13916709 0.24516110
-0.46161487 0.10804591 0.00202445 0.81362273
-0.98164893 -0.32539934 -0.19524549 0.17168876
-1.13475118 0.35200768 0.09192581 0.06369834
-0.60749026 -0.54755895 -0.45596771 0.05827186
-0.60058535 0.49262249 -0.17466105 0.12496216
-0.38405050 -0.11997560 0.01380981 0.64615107
-0.29632904 -0.08648791 -0.17252623 0.35060791
-0.24548236 0.01138946 0.27280127 0.20199752
-0.77131222 0.35166855 0.06840682 0.29014731
-0.49130309 0.03290733 -0.12636875 0.76919896
-0.60042070 -0.11064756 0.23988652 0.59171294
-0.65076429 -0.37412681 -0.41985593 0.10194372
-1.03167954 0.15449269 -0.28787608 0.10637742
-0.52497856 0.03414363 -0.01617715 0.95013816
-0.49039870 0.03957588 -0.67743244 0.07476443
-0.68090631 0.10627578 0.41007070 0.22190179
-0.17838560 -0.34078763 -0.08743132 0.12082340
-0.99152870 0.37997127 0.25321405 0.10107212
-0.51235303 0.04152372 0.34515778 0.37436452
-0.29716870 0.28951117 0.11416996 0.24725201
-0.68730707 0.19178121 0.20401048 0.54179155
-0.64765937 -0.08781223 0.28332832 0.54408446
-0.18397097 -0.18734895 -0.06584417 0.21435994
-0.51226673 0.12164975 -0.13059159 0.71353062
-0.12911984 0.10552382 0.13284585 0.17539032
-0.16027898 -0.11226541 -0.02210797 0.23434149
-0.91333056 -0.04308762 -0.37223188 0.18489767
-0.41303766 0.10499919 -0.06926733 0.68933628
-0.62510593 0.19036660 -0.28394902 0.45446893
-0.54895803 0.17487745 -0.44556852 0.16104821
-0.42876550 -0.41851562 -0.02939862 0.21780177
-0.89084778 0.35781164 -0.28928026 0.16553876
-1.01254747 0.03333804 -0.10342575 0.25430602
-0.97615131 0.13145380 -0.49787477 0.10295520
-0.85906024 -0.14380457 0.20055560 0.39453457
-0.27613291 0.27569556 -0.03831845 0.28764940
-1.20682706 0.09771326 0.36764343 0.10546471
-0.29155240 0.11573725 -0.29737569 0.24649873
-0.73132675 0.48345360 -0.35418238 0.06400334
-0.88696031 0.23563789 -0.10778981 0.31573944
-0.89543878 0.38199279 0.11526399 0.21912800
-0.69545029 -0.28644371 0.51185164 0.07911704
-0.60611295 0.34933202 0.22340839 0.29179112
-0.73022539 -0.12823528 0.36157872 0.24991046
-0.23437067 -0.46922899 0.13744507 0.07304734
-0.63030370 -0.25833079 0.06543652 0.59397595
-0.93739920 -0.11661384 -0.19961843 0.29208020
-0.72494782 -0.01786962 -0.25389167 0.53452295
-0.20670524 0.12332081 0.44864076 0.08401273
-0.64001999 -0.13719749 0.43960390 0.17799721
-0.74451493 -0.04457301 0.18001185 0.66792277
-0.90943145 0.17782367 0.14583677 0.32560796
-0.28266867 0.22251113 0.32499459 0.13989816
-0.62760548 -0.21566758 0.52749635 0.11948883
-0.98167390 -0.35662827 0.14128201 0.14968438
-0.19375349 0.04738771 0.24982592 0.19413289
-1.09895068 -0.12488624 -0.46848695 0.07494467
-0.40489726 -0.38680783 -0.31945471 0.14154444
-0.47149370 0.26545609 -0.03974203 0.49631466
-0.45745687 0.13444704 -0.05385671 0.72983173
-0.87367637 0.14122285 0.15327392 0.42395152
-0.37649390 0.07801661 -0.29212498 0.36788585
-0.42741496 -0.00034527 -0.12068436 0.72693709
-0.67365896 -0.17256429 0.22221094 0.51218786
-0.95452868 -0.24837148 -0.08219322 0.25626754
-0.19656229 0.26357014 -0.41021020 0.09895045
-0.26216323 0.33735505 -0.29350208 0.11199969
-1.23036457 -0.01805541 0.28060610 0.06502793
-0.20218451 -0.21770682 0.43799478 0.10383525
-1.15698310 -0.09201265 -0.10430267 0.14296487
-0.31191574 0.32457562 0.23855591 0.14466608
-0.93763751 0.21565476 0.12726049 0.30476062
-1.01780860 -0.51675346 0.25949732 0.09169161
-0.64502483 -0.32129552 -0.05204298 0.44572980
-0.50898973 -0.02071278 -0.38799654 0.30313303
-0.12861077 0.25105449 -0.08384436 0.15088653
-0.67377366 0.08987185 -0.28240535 0.48007375
-0.51933089 -0.33268311 -0.01763355 0.40911307
-0.89214287 -0.27952100 0.41143065 0.08723254
-0.58519353 0.05185162 -0.50284497 0.13551923
-0.74925044 0.11530303 0.04853407 0.79218498
-1.13850746 0.05178448 0.09163970 0.13435145
-0.27905950 -0.16380778 -0.56051718 0.08332456
-0.84919269 -0.27426626 0.18417722 0.28317871
-1.27918415 -0.11208912 0.35644887 0.04656468
-0.59819688 0.22407920 -0.41044958 0.20353255
-1.00049738 0.35931061 0.02530384 0.14224711
0.62581859 -0.27953821 0.02519543 0.39491701
0.31351561 0.29671761 0.68195768 0.04500041
0.72098526 -0.15873660 -0.63341458 0.08187022
0.17888397 0.38871546 -0.25729796 0.08528230
0.50729128 0.16383149 0.37057245 0.22087412
0.55010327 -0.10116672 0.01790526 0.66531813
0.44309055 -0.14345480 0.10297003 0.47012108
0.64632288 0.53290133 0.10971220 0.10810522
0.88778639 -0.26782129 0.13128932 0.24283156
0.41925466 0.09886332 0.17212865 0.40256019
0.61246721 0.60183143 0.35699494 0.03157825
0.89431133 0.19107155 0.44084020 0.11362935
0.24075768 0.34257078 -0.24781108 0.09567482
0.45891522 0.14034811 0.30830504 0.25184208
0.31160584 -0.12813622 0.02438302 0.36186216
0.55340850 0.21350802 0.85898190 0.05413681
0.70483018 -0.18379911 -0.32412708 0.22257710
0.51868652 -0.23506247 0.11688745 0.44675922
0.71300541 -0.11579205 0.49623875 0.09398094
0.41613817 -0.02985777 0.15979067 0.45665187
0.82301372 0.31939413 0.10712412 0.19056609
0.86272818 -0.16627704 0.22952049 0.25245986
0.82618229 0.37822167 -0.41710900 0.07465869
0.37320422 0.20578524 -0.66284112 0.07930621
0.72300154 0.26495111 -0.14409381 0.33006932
0.49245250 -0.26853434 -0.13038678 0.36872611
0.47685787 -0.17071032 -0.18441954 0.39375849
0.53224880 -0.07077608 0.46853297 0.12392728
0.50145371 0.08603755 -0.14422074 0.54490608
0.45260106 -0.42609263 -0.39284156 0.08488947
0.29825043 0.04592421 0.26904341 0.18923983
0.15333387 -0.13726920 -0.34172268 0.07930335
0.53393073 0.26894237 -0.11172060 0.35796366
0.58812076 0.36380710 0.11447523 0.28293037
0.40997704 0.03972882 -0.20688725 0.40923588
0.70512050 0.12883504 -0.34178993 0.24867204
0.64378735 -0.02939331 0.13616935 0.62113137
0.80783676 0.11936240 -0.07579834 0.40964381
0.83333251 -0.21826569 -0.33013050 0.15964315
-0.19882167 -0.01753524 -0.20538661 0.24004947
0.69943862 -0.49280685 -0.16179464 0.12408251
0.71756748 -0.25745904 0.10231419 0.35804571
0.46074435 -0.00820208 0.14878950 0.52505896
0.83819926 0.02312310 -0.20350257 0.35428728
0.48549028 0.15923884 -0.25531340 0.33587698
0.55548335 -0.09647102 -0.02584045 0.67371002
0.34767937 -0.46298609 0.13018565 0.11893379
0.84103286 -0.44804374 0.09223154 0.13723296
0.87079573 0.14897776 -0.10416754 0.36227979
0.36412591 0.02024452 0.06194626 0.47542429
0.62395188 -0.04503366 -0.27066293 0.44208676
0.70567207 0.11771362 0.05020553 0.57133612
0.62774841 0.41981237 -0.15609470 0.14976411
0.92035877 -0.18350612 0.27723764 0.16572374
0.90834189 -0.07326280 0.41524076 0.12002604
0.71725897 -0.21931811 -0.09353915 0.45256378
0.88319058 0.23076618 -0.26451010 0.15645222
0.56518567 0.05088075 -0.12690115 0.61731793
1.18944993 0.05841594 -0.01545305 0.09924947
0.89771276 -0.09130338 0.25185690 0.23238927
0.18306690 -0.11341351 0.26226760 0.13461494
0.99254943 -0.19332393 -0.22245541 0.15194616
0.74186161 -0.15575847 -0.06714448 0.51849249
0.81910126 -0.13602555 -0.49135644 0.13613383
0.27472889 0.00248890 -0.46585579 0.10191033
0.52570990 -0.34802413 0.40998475 0.09743567
1.14128565 -0.26454928 0.06418967 0.11624319
0.35989907 -0.07732890 0.45086733 0.10740832
0.48332786 -0.07150937 -0.23563232 0.44783332
0.88654734 -0.81581668 -0.11069933 0.08262923
0.58852848 -0.16526933 0.21588638 0.44267264
0.90050682 -0.35300988 0.52337166 0.08024831
0.24418529 0.32215767 0.03745692 0.11315593
0.47407473 -0.10234173 -0.00837820 0.56947515
0.65210447 -0.23003859 -0.05848499 0.46794809
0.40733179 -0.30376238 -0.20432793 0.20278268
0.31250634 -0.10503873 0.10811873 0.32681813
0.63017759 0.49358619 -0.55261325 0.07436063
0.71733524 0.00160506 0.20391759 0.47161593
0.77911630 -0.04124794 0.04316282 0.52646147
0.41398270 0.15341999 -0.46971901 0.13785989
0.79420661 -0.00579336 -0.12176551 0.49442058
0.54186670 -0.03979906 0.32432594 0.31655057
1.40837342 0.30496771 -0.14133145 0.07055252
0.75744546 0.16833229 -0.23129018 0.33099751
0.28480018 -0.01582023 0.20192690 0.28845441
0.19704793 -0.18022447 0.14316293 0.17229616
0.61043090 0.35406841 -0.35284186 0.16381665
1.18804123 -0.38449811 -0.50729093 0.02163511
0.58527181 -0.28361473 -0.00968892 0.40366270
0.58156828 -0.04894355 -0.21060276 0.49715991
0.70816404 -0.07933428 0.27591622 0.34287752
0.55490694 -0.24116186 -0.42192764 0.16919433
0.55697264 -0.31730114 -0.33749046 0.18224764
0.73186433 -0.44441752 0.35304834 0.05707143
0.63992910 -0.01096066 -0.25869149 0.44453015
0.79109307 -0.00072623 -0.17152416 0.45075259
0.64995617 -0.42069636 -0.40883178 0.07918576
0.31995348 0.08738182 -0.00081458 0.36516900
0.86224482 -0.22999746 0.14366696 0.22869499
0.57153236 -0.23576130 0.09632692 0.43391953
0.58349704 -0.15727980 0.01049977 0.59150617
0.56761740 -0.03842202 -0.10314829 0.66646647
0.27376287 0.01869135 -0.20067859 0.25730988
0.34491778 -0.06017496 0.18350664 0.31934911
0.64640338 -0.13278555 -0.14283651 0.53580902
0.75895332 -0.59918394 0.19934125 0.07051127
0.13149606 -0.35385198 -0.12856646 0.07429769
1.14253104 0.41935484 0.17662194 0.03593924
0.68913559 -0.46556924 0.03918954 0.16864260
0.46269462 -0.20416733 0.03870077 0.46068100
0.48222250 0.21732489 -0.48398869 0.12320261
0.61875286 -0.21977431 -0.10240896 0.44800464
0.67615660 -0.27932697 0.04105803 0.38500242
0.54691545 -0.16514672 -0.11764312 0.49057408
0.56136203 -0.19195913 0.00177362 0.51991044
0.53045584 -0.15282063 0.39746056 0.19740653
0.70380998 -0.09567806 0.03646511 0.61746311
0.34329497 -0.10919290 -0.08001936 0.35483275
0.28830152 0.09683851 -0.12640318 0.27629419
0.51113333 -0.14217996 0.73977265 0.05449207
0.43434621 -0.51716924 -0.39998299 0.08913327
0.78982566 0.33411317 -0.17044930 0.19286052
0.91973742 0.18539750 -0.04737003 0.26750134
0.53488843 0.04521756 0.21936396 0.48283630
0.69932364 -0.16920208 -0.04355176 0.52572679
1.09531586 0.06280345 0.21733136 0.11716654
0.73497125 0.06833944 0.02717473 0.57608744
0.82434766 0.17966056 0.06597337 0.36538311
0.42655937 0.09638970 -0.01675198 0.56075776
0.52293602 0.66969399 -0.38476283 0.08888351
0.83962821 -0.21566774 0.03279887 0.34888571
1.24214688 -0.24059225 -0.18096816 0.08686920
0.59562157 -0.21180424 0.22101409 0.32552721
0.46636764 0.16350241 -0.33229728 0.22052010
0.14829212 -0.05724624 -0.39212696 0.08522198
0.97956723 -0.38245087 -0.25942167 0.13552664
0.70340497 -0.14659099 -0.37959699 0.20291635
1.10999104 -0.25040845 -0.04906445 0.11428079
0.54770187 0.17757729 0.11558812 0.50988368
0.39329974 -0.08145680 -0.05673061 0.49163420
0.78723987 -0.29208048 0.50452764 0.08469797
0.41020415 -0.00218735 -0.28999736 0.27742001
0.27546025 -0.21860710 -0.24263080 0.11887705
0.49643574 -0.24474126 0.17388811 0.36698136
0.40425403 -0.22345387 -0.09824222 0.33821606
0.84820972 0.05371904 -0.02492238 0.40666724
0.24173881 -0.28567711 -0.31960249 0.11411072
0.92671281 0.13264078 -0.21540513 0.22403710
0.45890709 -0.20632254 -0.22146530 0.33286899
0.71507526 -0.07188406 0.52029194 0.13683119
0.91258996 0.32737009 0.16783924 0.13376544
0.49433523 0.14944772 -0.08720817 0.51107647
1.00756901 0.10106985 0.06559009 0.19735987
0.63176817 0.43506661 -0.35843758 0.11817230
1.05957196 -0.04653845 -0.35153724 0.05610101
0.41194757 -0.41270182 0.16341419 0.15420903
0.34042676 0.04216692 0.28355426 0.26499077
0.43199577 -0.06702592 -0.32584165 0.28172324
0.50291072 0.64350591 0.19448329 0.08359937
0.53381740 -0.15292201 -0.01065835 0.60281476
0.63251269 -0.10476743 0.13251480 0.52299653
0.36163813 -0.23959692 0.09254886 0.32562352
0.30783956 0.18225431 -0.00357015 0.31027757
0.14302270 0.02737478 -0.42128666 0.10982900
0.77334050 -0.06217858 0.46277105 0.11770513
0.86782821 -0.26517313 -0.50518497 0.04688775
0.41122469 -0.30531465 0.45643452 0.12986582
0.59742134 0.23335470 -0.07125773 0.44289547
0.55508313 -0.00815676 0.27663483 0.39513932
0.67790619 -0.26433346 0.40562853 0.15550961
0.52679613 -0.11388003 -0.70737633 0.07941840
0.75859990 0.02525316 0.02498141 0.60955142
0.49929383 -0.14380446 -0.09239511 0.53884095
0.71579022 0.15977944 -0.05775790 0.50306959
0.83723437 -0.01974355 -0.12605660 0.43229439
0.64960389 -0.33984660 0.05817958 0.31136262
0.21445447 -0.25693174 -0.50467285 0.03503465
0.55622076 0.40240843 -0.02926917 0.25127348
0.76089634 0.58807847 0.10101396 0.03627319
0.40869699 -0.15689215 0.00016455 0.47467634
0.44177634 -0.13952175 0.24631348 0.32053152
0.85653907 -0.41172312 -0.20454238 0.13529576
0.48399890 0.14977224 0.28576890 0.31510716
1.27549198 -0.11641832 -0.10393218 0.06733123
0.74714250 -0.17055418 -0.03524047 0.49534049
0.49624047 -0.65541348 0.03080831 0.07109511
0.55440976 0.31780776 0.00137260 0.35092889
0.28631313 -0.06452472 -0.52277071 0.12653762
0.29727054 0.15887649 -0.06183511 0.27436579
0.83062706 -0.49172306 -0.06061535 0.05056349
0.48112188 0.23896215 0.16819069 0.33797794
0.76056304 0.38535251 -0.09202178 0.19164449
0.93377021 -0.26105154 -0.27021944 0.12974282
0.78818664 -0.37618518 0.14319141 0.16655213
0.62532830 0.26796318 -0.01486099 0.43512209
0.61401224 0.12731625 -0.16566239 0.49076529
0.42344842 0.11860736 -0.00732195 0.52017184
0.49817152 -0.02069602 0.39863988 0.22958951
0.48924540 -0.11800490 -0.42686106 0.17895704
0.58941177 0.16422088 0.20904953 0.43354908
0.62705440 0.23895839 0.18280760 0.38455141
0.87823756 0.24607566 0.39249455 0.11523780
0.55757671 -0.33176451 0.16592969 0.25730059
