x y z s_moving_average
0.45899040 0.14088305 0.12439457 0.37121805
0.51342759 -0.41351654 0.11409455 0.35636112
0.40816820 0.05358527 0.03778931 0.24642160
0.12776314 0.02027042 0.12863313 0.18763768
0.75928810 0.02934144 -0.49429651 0.24459115
0.91927027 0.10275567 -0.30082983 0.16372827
0.40305924 0.05780605 0.16994605 0.15323165
0.47800929 0.20638135 -0.44819171 0.14322493
0.33938525 -0.51609100 -0.22435129 0.20714349
0.97701930 0.51445056 0.05864762 0.13592988
0.44039270 -0.05540998 0.11833497 0.18088990
0.20925479 -0.14312479 0.35872327 0.28916398
0.33857248 -0.18725622 0.00329841 0.30078312
0.67078556 -0.15625101 0.01924110 0.24278976
0.75198488 0.49036296 -0.03156109 0.25715534
0.58967567 0.38186309 -0.13729146 0.23667175
0.26891174 0.06256224 0.26904376 0.14571915
0.69026178 -0.02425391 -0.36209834 0.22217034
0.58540769 0.30828873 -0.30852927 0.28908941
0.53881321 -0.09687118 -0.17442614 0.28298956
0.66198075 0.11082631 0.10820673 0.24500343
0.35579756 -0.41149592 0.06559711 0.23492922
0.47352024 0.45957809 0.47112742 0.20764185
1.09767245 -0.23502773 0.14234227 0.16178197
0.81773813 0.18958856 -0.08859949 0.17193910
0.91979123 0.00011875 0.03202653 0.29620958
0.21554164 0.16119124 -0.06510293 0.38985433
0.71619472 0.05877842 0.04523414 0.34774310
0.58857161 0.19664993 -0.04972313 0.31693353
0.23620065 0.14223890 -0.20225138 0.30026538
0.26893454 -0.25556083 0.07083309 0.23573640
0.57587030 -0.53317076 -0.09591399 0.16221640
0.89230781 -0.11282392 -0.04136914 0.14359991
0.86074786 0.19887231 0.25543777 0.11951077
-0.09313840 0.43338076 0.15910011 0.21673265
1.21536910 -0.19558151 -0.44086265 0.23531015
0.60180461 -0.06884308 0.16341600 0.32538670
0.86873209 -0.02182354 -0.06017701 0.34328497
0.73067995 -0.06408217 -0.08499553 0.35132294
0.85928373 0.31494446 0.27099156 0.31944522
0.55794257 -0.53494725 -0.03705152 0.26577541
0.41050500 -0.03243125 -0.16777272 0.18643559
0.59481504 -0.25981891 -0.32017936 0.20317766
0.90567287 -0.24241440 0.00008291 0.22747611
0.83862871 0.22857603 0.19871205 0.15834295
0.67571663 0.18100083 0.34327203 0.15315817
0.70625565 -0.45930059 -0.13213330 0.18833182
0.77409252 -0.15677398 0.40502653 0.23045196
0.58420504 0.02131219 0.28118605 0.22364265
0.55428753 0.04406926 0.22478087 0.22641346
0.23193235 -0.07132454 0.20728832 0.22581663
0.61640004 0.36683345 -0.39398084 0.25265142
0.17749956 0.19242163 0.21645180 0.24144122
0.55168750 0.10009860 0.18630174 0.25490607
0.39653420 -0.17671209 0.04743154 0.36546810
0.82602224 -0.29148923 -0.04948691 0.39297530
0.53894084 0.10448978 -0.00217459 0.32115316
0.46352910 0.31214145 -0.13481437 0.34910491
0.52697591 -0.39787441 -0.17840647 0.30412738
0.72901902 0.08015049 0.14987925 0.19700816
0.73774557 0.52192851 -0.18696471 0.18819268
0.19514406 -0.26263825 -0.17591296 0.16091571
0.35641827 0.02341521 0.31316373 0.06871864
0.98491477 0.12607713 0.53531805 0.08544984
0.51090674 -0.40812976 0.26329452 0.13104412
0.14035140 -0.18875076 0.13002806 0.18104924
0.57440463 -0.04773819 -0.29519751 0.21113032
0.59729940 0.25091562 0.00499198 0.28567968
0.39244353 -0.31188462 -0.20239865 0.27106970
0.69808344 0.08590057 -0.20012678 0.25901063
0.04731014 0.10500319 -0.22442685 0.17796754
0.77226562 -0.18902741 -0.24697511 0.17094295
0.63829298 0.58942481 0.18725750 0.09008630
0.63405482 0.08971288 -0.43777897 0.12463673
0.31941491 -0.62773222 0.43246847 0.08517804
0.98184651 0.09820463 0.03377878 0.10415049
0.21210250 -0.05482499 0.44809797 0.08257891
0.63285400 -0.14116162 -0.43951767 0.11204410
0.94507643 -0.01752095 -0.43918346 0.17120479
0.36893358 -0.31938450 -0.03293588 0.23574729
0.65183474 -0.12580427 0.19426165 0.20385084
0.61970056 0.26557810 -0.08929852 0.21071833
1.36133140 -0.14112218 -0.22583250 0.19902296
0.34342486 -0.05273518 -0.42988402 0.14048644
0.67364071 -0.47632594 0.04041773 0.06770403
0.26218706 -0.09532335 0.15113510 0.12702604
1.17600942 -0.26950013 -0.03757936 0.12220359
0.41906033 -0.21746758 -0.17874333 0.17606797
0.80601662 -0.12201397 0.56232817 0.16393659
0.70399481 -0.25250267 -0.09167630 0.19465814
0.39953825 0.20001716 -0.40969491 0.15554963
0.26476215 -0.14788653 0.17073670 0.20199380
0.90826507 0.34513555 0.13245038 0.14774925
0.57927762 0.19865645 -0.28612515 0.25534840
0.13883569 0.10915939 -0.25141960 0.28507071
0.58367332 0.02990675 0.06202989 0.37039618
0.83444788 0.20801880 0.04875002 0.32196896
0.48949618 0.02694052 -0.14905260 0.35347890
0.55089277 0.65454336 0.04554743 0.29528672
0.71256125 -0.17637016 0.25501835 0.26402035
0.79006811 0.19183814 0.05372281 0.22521964
0.85854752 0.31792130 0.07077473 0.25048628
0.57134691 0.22364275 -0.22603133 0.25089265
0.42050993 -0.01332509 -0.43533927 0.29688618
0.80689882 -0.24072847 -0.11787276 0.38904161
0.54668010 0.00982171 -0.08591332 0.33348780
0.58315724 -0.01490691 -0.11175774 0.41661832
0.40670139 0.27036848 -0.52610143 0.40483810
0.54857121 -0.11722487 0.10469787 0.32542492
0.23642680 -0.12494634 -0.02558993 0.23993401
0.86751840 0.08304624 -0.29587205 0.36189808
0.47813082 0.22151284 -0.30019372 0.24912716
0.58033893 -0.00228011 -0.09644576 0.26173751
1.27393795 -0.10318286 0.11244129 0.29891834
0.40842472 0.13193700 0.21769690 0.29512002
0.45300899 -0.01367545 -0.22381994 0.16456869
0.31389905 0.25919886 -0.13850024 0.19790671
-0.00340308 0.44133904 -0.20052383 0.15985053
0.53840674 0.41022663 -0.03543552 0.20185793
0.55916585 -0.30704326 -0.40870842 0.18453990
0.55840343 0.09070244 0.07638135 0.20425765
0.47968473 0.00506445 -0.45930250 0.25851913
0.71504176 0.04035146 0.49341522 0.36101796
0.60186991 -0.23566734 -0.01268078 0.25206145
0.51805005 0.10867697 0.00672302 0.26983198
0.28501332 -0.40893582 0.06572705 0.31161398
0.94577864 0.01983697 0.20332434 0.28084921
0.85320229 0.06669796 -0.20362287 0.25391942
0.64882702 0.30176822 0.13247264 0.31206904
0.78706134 -0.11563656 -0.05058844 0.29813245
0.57031817 -0.01283450 0.29198958 0.27230308
0.01320657 0.00763458 -0.01987409 0.22998679
0.25712471 0.16794180 -0.18112505 0.24968460
0.51074184 0.46219548 0.25249341 0.18893450
0.74362173 0.09519423 -0.04117001 0.21062357
1.09984432 0.20054191 -0.18738748 0.21760198
0.24997443 0.14170950 -0.01396728 0.28744841
0.24276546 0.10714654 -0.06725679 0.26907316
0.73266623 0.11043505 -0.15206601 0.32133637
0.75821119 -0.12447627 -0.10822047 0.28398223
0.46693215 0.28274361 -0.07014310 0.26513734
0.94311080 0.44587122 -0.18467978 0.25072026
-0.13024883 0.26112739 -0.08549297 0.17605435
0.38345340 -0.14717953 -0.10370346 0.22065609
0.92429827 0.03997781 0.32089966 0.25797114
0.72355503 -0.07730768 -0.09758930 0.34867194
0.74040219 0.20510641 0.24919817 0.32345831
0.53461537 0.04380146 0.14601010 0.35744841
0.50400874 -0.28373501 -0.20156777 0.29781176
0.53974114 0.16555178 0.31474437 0.32955441
0.26098820 -0.14933625 -0.08946562 0.25738500
0.79867926 -0.13202763 -0.10743308 0.27112012
0.24700186 0.12085183 -0.04034977 0.24906843
0.43648874 -0.06487831 0.28174888 0.29669640
0.34877827 -0.21041491 0.31306311 0.31400191
0.61894371 0.16743852 0.10043798 0.28277155
0.59116636 -0.08707478 0.20788951 0.26269068
0.89058414 0.27104709 -0.29636791 0.32049872
0.92622775 -0.08948381 -0.18875738 0.33194593
0.55766808 0.20778211 0.13511605 0.32150945
0.53615340 0.20941647 0.03496515 0.34308313
0.45675713 -0.17700882 0.10255871 0.31502866
0.57937057 -0.34387629 0.21179037 0.29322123
0.47993124 0.39802991 -0.35074750 0.20947504
0.55482285 -0.17499442 -0.24385563 0.12724772
0.47830232 0.44264190 0.03584254 0.18995282
0.40207299 -0.45715710 -0.43034064 0.19127710
0.46588421 -0.15842200 -0.05601268 0.12928630
0.03195405 -0.02292040 0.25693244 0.14816881
1.00571031 -0.47361154 -0.20034819 0.17718256
0.38644153 0.03643036 -0.30494312 0.11633455
1.02056581 0.01088062 -0.03078657 0.13350504
0.99817843 -0.00401191 0.10007585 0.13648208
0.41230043 -0.34262552 -0.15259041 0.12012603
1.14674396 0.15825524 0.06863371 0.09473524
0.35590665 0.22781270 -0.33942332 0.07024186
0.20823589 -0.13972178 0.48862273 0.08098824
1.07447356 -0.11280923 -0.16854975 0.14080739
0.18990949 0.01950768 0.04050319 0.19092432
0.79738906 0.22767688 -0.04935548 0.28757309
0.73900697 -0.17515972 0.13426063 0.30402049
0.47319198 0.11486463 0.09462533 0.29292262
0.61720091 0.19863493 -0.39259977 0.27425999
0.33377095 -0.06751492 -0.36081585 0.27615863
0.49828387 -0.09365757 0.32742095 0.26559474
0.63563343 0.25735739 0.07541868 0.25108940
0.46608318 0.03342920 0.18235658 0.23045681
0.89835033 -0.03307752 -0.41187766 0.20331849
0.17054944 -0.08160315 -0.58447538 0.14687873
1.04877612 0.14923331 -0.15891675 0.11763767
0.32258810 0.25702977 -0.27840929 0.14230043
0.34544331 -0.19148649 0.02852185 0.19954575
0.75519936 0.29816806 0.26124282 0.20067871
0.60019343 0.25513049 -0.16774990 0.25604171
0.14478350 -0.16778277 -0.20156513 0.20023800
0.44200323 -0.23984368 -0.11527739 0.19465121
0.75500430 0.42881428 -0.43133662 0.20586562
0.27806634 -0.19786156 0.19143547 0.23708107
0.54876314 -0.18102731 0.17918325 0.29446970
0.83909757 -0.00468999 -0.20405481 0.36401470
0.66756989 -0.05831705 -0.06025331 0.36659718
0.47189995 0.23124581 0.06247006 0.35736359
0.85892522 0.33408154 0.11474519 0.30348162
0.47338072 0.26008156 0.11641618 0.29639220
1.25084194 0.07752572 0.17442201 0.28711122
0.67260597 -0.02477465 -0.06469789 0.36772070
0.67356096 0.13029394 0.28859697 0.31005216
0.67721264 -0.11572229 -0.08171350 0.38591786
0.26926576 0.41530346 -0.13529340 0.32206827
0.84186012 0.06913771 0.07593296 0.27825853
0.57063803 -0.19694972 -0.24213385 0.21158863
1.03211635 0.02849027 0.28131694 0.27179426
0.94622673 -0.10271173 0.10587644 0.30082042
0.61125269 -0.28930345 -0.04636999 0.24759040
0.74687665 -0.12475731 -0.08121080 0.32363199
0.55665829 0.52788233 -0.45851223 0.37011983
0.72541082 -0.06333477 -0.16016373 0.33193338
0.53053107 0.16684406 0.18113090 0.30730476
0.64650428 0.27318533 0.31720825 0.32191203
0.80409399 -0.13654811 0.12361039 0.24753713
0.72480016 -0.20390786 -0.39235972 0.19222797
0.09430609 0.01746387 0.07450993 0.19106761
0.30455461 0.26150808 0.03805454 0.20662060
0.93736315 0.09263397 -0.26658339 0.21620760
0.71457030 0.16752767 -0.13690590 0.20942632
0.23947675 0.02507402 -0.25021116 0.17560407
0.88022192 -0.10179417 0.43115028 0.23066722
0.06896033 0.03369890 0.35734816 0.17651327
0.37742392 -0.03980023 -0.10075893 0.26615125
0.42905809 0.06115566 -0.32385540 0.28979624
0.57225780 0.12899856 -0.05377343 0.30676096
0.34994895 0.25754635 0.18256424 0.31185536
0.33970321 -0.32352689 -0.23798110 0.33224231
0.73631829 0.06889322 0.19752068 0.24462828
0.51846245 -0.23118356 0.22971162 0.26039781
0.46163787 0.04663701 -0.38748121 0.24294213
0.45754739 0.25234908 -0.17906864 0.16584336
0.80362596 -0.58275492 -0.13984791 0.14796848
0.55716134 0.43563508 -0.29226572 0.15298725
0.76774832 0.26423295 -0.18037241 0.14375270
0.50661901 0.03540719 -0.37037124 0.24967124
0.48622420 0.31902801 0.13066370 0.26475885
0.56081218 0.02826809 0.14522634 0.25685021
0.79310254 -0.13910354 0.38368024 0.29463002
0.92908705 0.16931441 -0.21073997 0.24838849
0.34494402 -0.08165095 0.01519127 0.20565163
0.15787703 0.12367328 0.32186557 0.29130811
0.74411853 -0.16901320 -0.19860085 0.28586173
0.67496309 -0.03832593 0.11076029 0.34147186
0.75043034 0.27297263 -0.28303086 0.35262789
0.65540474 -0.09086875 -0.02465876 0.40601536
0.81610221 0.24328147 0.34961091 0.30718359
0.70639756 -0.02750420 -0.06321962 0.31782219
0.16631125 0.33493376 -0.08047460 0.20688528
0.72647427 0.16974913 -0.31132888 0.26684906
0.36916340 0.38675498 0.07260888 0.15639571
0.45485358 -0.03158675 0.27155923 0.18598937
0.83357862 -0.36652044 0.40857096 0.17086199
0.84153701 -0.03811881 -0.29793061 0.15072968
0.86350216 0.11910688 -0.36444959 0.09670092
0.54198048 0.78154324 0.00412544 0.12882442
0.41450735 -0.25212416 0.44302475 0.11960355
0.81193987 0.35185978 0.06204632 0.14143821
0.91350481 -0.21208010 0.04064775 0.16614956
0.67176338 0.34561173 0.07971076 0.15808761
0.44362206 0.01601846 -0.41910330 0.15528130
0.01975782 0.20783534 -0.09368597 0.13645353
0.53464568 0.20773667 0.34925260 0.15206427
0.73362199 0.48201821 0.12567228 0.13349716
0.67555337 0.06009721 -0.32137389 0.22084345
0.83899965 -0.61136651 -0.14656321 0.18797036
0.60573259 -0.19744058 -0.11293898 0.20967144
1.05984389 0.27600597 -0.17145692 0.16228652
0.48260837 -0.31925099 0.17624845 0.23784229
0.53756439 -0.49161662 0.02519590 0.15425761
0.70974472 0.24078524 -0.01833870 0.21702851
0.50683221 0.49656617 0.00164654 0.19422771
0.77989046 -0.13488491 0.17247741 0.23230554
0.23609275 -0.11551689 -0.30206856 0.18080259
0.44875667 0.31261751 -0.15308147 0.24186495
0.77956403 0.37931630 -0.00689433 0.18385049
0.84844178 0.13277149 0.02910923 0.20273120
0.78757890 0.45998452 -0.15931723 0.14822219
0.36019977 -0.25447864 0.24860699 0.20689026
0.88234191 -0.13425923 -0.53400339 0.19994230
0.43131082 0.13696354 -0.01668078 0.29952107
0.64508694 -0.13083610 0.25352228 0.33171177
0.68579795 0.14661587 0.03976642 0.38603714
0.73109204 0.11464292 -0.23201866 0.35358901
0.69326577 0.19787704 0.28878537 0.40744642
0.70402679 -0.24131263 -0.20282933 0.30570063
0.49121298 0.04736598 -0.03055903 0.24068169
0.31906698 -0.28243001 -0.52463044 0.20097376
-0.17986873 -0.03294546 0.58005759 0.15562739
1.04919488 -0.24455785 0.03747582 0.15464507
0.23385512 -0.32802738 -0.29936815 0.25469441
0.54362533 -0.04561490 0.06317549 0.25970935
0.76580410 -0.08422023 0.00905049 0.26067012
0.32654687 -0.33612426 -0.37474309 0.27070019
0.76231195 -0.08447696 -0.46778007 0.19855748
0.58422776 -0.31220533 0.41509470 0.16865060
0.45529457 0.17037650 0.27224076 0.21524261
0.36126789 0.01901178 0.13836698 0.30152653
0.62888654 0.09027519 -0.33240735 0.34492669
0.73850905 -0.12154105 0.08736281 0.32358053
0.82999721 0.16720213 0.08717993 0.33954335
0.76053207 0.17210276 0.37387529 0.33341948
0.59148733 0.04098925 0.23301670 0.28713424
0.47740310 -0.33381687 0.12330754 0.22397394
0.54849408 -0.30188185 0.12513548 0.19827999
0.95778325 -0.40743564 0.25558125 0.20567810
-0.03426688 -0.10007166 0.46012898 0.19511103
0.51791899 0.02248460 0.19071655 0.15271194
0.17088162 0.01802370 0.01605327 0.16984627
1.06558024 -0.30893521 -0.09538483 0.27587094
0.36791105 -0.25860295 0.28185068 0.22573909
0.60666288 -0.13889180 -0.12946148 0.28401873
0.45919323 -0.11845079 -0.31611134 0.39427496
0.53531761 -0.08980167 -0.18944918 0.37020733
0.63876156 0.05997237 -0.13916180 0.29464705
0.56396646 0.53965593 0.53010831 0.30932903
0.33647745 -0.22861189 -0.26485082 0.23265817
0.86426348 -0.09963232 0.05991856 0.16961570
1.09924183 -0.00261620 0.17656218 0.21247476
0.73010519 -0.14705434 0.26479043 0.22636627
0.38757480 0.33496995 -0.14686274 0.16462794
0.48050807 -0.27212196 -0.23106485 0.22547025
0.49330892 -0.60783714 -0.05833309 0.25938127
0.47300644 0.19750277 0.10574518 0.24238531
0.42309064 -0.11463769 -0.05865451 0.22472039
0.97148914 -0.20557617 -0.17994017 0.25880374
0.31785396 -0.37050987 0.07675091 0.18097023
0.65072583 0.32069046 0.26035225 0.13316810
1.19927918 -0.01846819 -0.06513239 0.16520709
0.27494341 0.17414454 0.02963356 0.24109210
0.76281658 -0.28478105 0.08790105 0.20863116
0.65129990 0.03475876 -0.17081648 0.21483640
0.89733116 0.51257689 -0.27758601 0.18203907
0.78011099 -0.71946254 0.16715249 0.14934373
0.13246135 -0.13124184 -0.32825617 0.07430801
0.54609713 0.20969842 -0.46432832 0.12373815
0.51013008 -0.12834219 0.39526217 0.13329915
0.70794025 -0.29430428 -0.11782359 0.23461917
0.98902606 0.17859133 -0.22955837 0.22403068
0.53323237 -0.05877729 -0.13449548 0.32747269
0.17244696 -0.16940543 0.34729983 0.28338265
0.50471388 -0.02581341 0.03513141 0.38180579
1.15453535 0.00221869 0.27348634 0.33120231
0.45045496 -0.06484982 0.00313818 0.39251946
0.40646676 -0.05092945 0.22201273 0.31547339
0.39990886 0.00002226 0.17718339 0.32614572
0.39388349 0.27385345 0.01822087 0.23362345
0.55871936 -0.50203695 -0.09340311 0.19791935
0.69289810 0.43633625 0.14197229 0.16073676
0.88155406 -0.30227614 -0.03170562 0.20429168
0.90518661 -0.22193339 0.24130566 0.19654690
0.78332947 0.06868091 -0.08217566 0.28994235
0.35342621 0.44384482 0.15796563 0.35853342
0.68515403 -0.10321244 0.00946791 0.35972601
0.64117932 0.09996892 0.18358507 0.28853318
0.40438212 -0.36664924 0.02107021 0.27406767
0.16319567 -0.08091525 -0.12729746 0.16664763
0.72293705 0.49564926 -0.48614766 0.09790520
1.16854626 -0.05826879 0.08695217 0.08845000
0.24629196 0.24921789 0.01036813 0.11079675
0.58463315 -0.48434628 0.01844920 0.12458870
0.81145708 -0.05906966 0.29354984 0.25046150
0.88322379 -0.16027385 0.39877846 0.22808115
0.61132374 0.01243631 0.02474531 0.20337083
0.61732894 -0.65753334 -0.04637660 0.20728957
0.25901338 0.40658393 0.39652075 0.20165459
0.81298458 -0.05961686 -0.25200373 0.06629362
0.43560475 0.48566048 -0.17304935 0.07107007
0.01110116 0.25754138 0.37512578 0.08312821
1.01480392 0.25958700 0.30037992 0.15140838
0.61323352 -0.51907391 0.00697026 0.15493723
0.75539319 -0.03381751 -0.04520903 0.17295929
0.35897049 -0.25043469 0.45953713 0.17084547
1.06858659 -0.00066178 0.07038090 0.19111736
0.35478549 0.16064371 0.43991229 0.07149068
0.21769231 0.11597082 0.13475556 0.17270531
0.73190163 0.41070442 0.50900455 0.24343252
0.54162908 0.16829342 0.02105843 0.30950736
0.44197118 0.06770354 0.16787488 0.35391364
0.65423217 -0.22029530 -0.11589016 0.40223988
0.48602314 -0.21061099 0.07838490 0.32456497
0.70452802 0.24487940 -0.21440559 0.30324756
0.45563033 0.38864236 -0.04112397 0.26617047
0.60753276 -0.04377593 0.28325770 0.19175049
0.89295217 0.27830203 0.00664190 0.17923979
0.38189101 0.48130327 0.21407724 0.15621422
0.48583525 0.35595471 -0.13390223 0.09812673
0.95267585 0.36957115 -0.23037069 0.09869031
0.74543958 0.19554768 0.65372730 0.15398022
0.41442472 0.35813582 0.00433650 0.16839737
0.28965895 -0.02999679 0.00061619 0.27127951
0.33527745 0.07804340 0.23945231 0.33802129
0.65955016 -0.13546102 -0.03711802 0.33950136
0.59886416 0.05433041 0.27745769 0.31030684
0.66798494 -0.35067416 -0.14058027 0.27489301
0.64150526 0.28103112 0.32446161 0.18502508
1.04367134 0.03265360 0.19082729 0.11434540
0.23638462 0.10747039 -0.26881603 0.14959165
0.58436520 0.75745960 0.07588856 0.12208877
0.38404670 0.10194725 -0.12926880 0.22234744
0.35981397 0.52578488 0.26670301 0.19460303
0.68638416 -0.09795582 -0.07769737 0.19031091
0.98562047 0.07664438 -0.77070129 0.16848788
1.20523463 0.04576559 0.08584225 0.22115485
0.87167370 0.11635071 0.18672715 0.13307942
0.49406913 -0.30744883 0.07005820 0.19109295
0.95790366 -0.16195064 -0.18200600 0.22947004
0.90525482 -0.11431130 -0.10263998 0.29090447
0.50671393 -0.01624525 -0.39340952 0.23479729
0.46516497 0.05759200 0.05580948 0.27652768
0.88949826 0.45984806 0.37812086 0.30623424
0.82866310 -0.03718365 -0.15576727 0.35057587
0.60446961 0.14639469 0.20548445 0.27580458
0.75577143 -0.03029387 0.19671556 0.32574001
0.91521813 0.22004010 -0.00800326 0.29908307
0.39153783 -0.21439186 -0.17030441 0.29152969
0.66426880 0.12995094 -0.35363308 0.30378188
0.47400122 0.06082137 -0.22491998 0.35733975
0.70847604 -0.07685707 -0.18085507 0.39654525
0.61330136 0.09807008 -0.21213223 0.36567109
0.53934691 0.11691959 -0.19052255 0.30171304
0.18556079 -0.38414346 -0.10451272 0.21248806
0.27039543 -0.08693047 0.41623571 0.22964948
0.25535040 -0.07065121 0.53307614 0.16204429
0.70203252 -0.09193082 -0.03922066 0.18370989
0.70734063 0.42394298 -0.13271340 0.19863183
0.41059743 -0.34470218 0.02577401 0.25511295
0.24857816 -0.11594566 -0.22717086 0.16392273
0.86853088 -0.12709910 0.09923258 0.15073773
0.19897700 0.03287674 -0.30079008 0.11372525
0.49358788 0.55280064 0.23304359 0.10807481
0.56789685 0.79973548 -0.22879367 0.10586077
0.89130410 -0.38316861 -0.06098069 0.14684614
0.26305256 0.06431898 0.01399256 0.16635164
0.52308380 0.27301426 -0.14177474 0.25085583
0.68171294 0.20513874 -0.37080530 0.27403768
0.41289641 0.01346524 0.15753835 0.29691682
0.95530944 -0.05396995 -0.07911776 0.34521797
0.38185099 0.08249602 -0.07427939 0.39133195
0.53149193 -0.02347213 0.13790702 0.32980211
0.45906736 -0.19303952 0.10793105 0.33982301
-0.15643123 -0.15091954 -0.28782737 0.37013377
0.90081456 -0.11023319 -0.14017903 0.37893964
0.58784438 -0.14884311 -0.10066204 0.34297660
0.62427760 -0.10551011 -0.10730436 0.35466515
0.34746058 -0.28844594 0.01515922 0.35313989
0.67665013 -0.35703916 0.18998535 0.24276886
0.79101191 0.24367228 0.07497227 0.13220666
0.75927053 0.54625646 -0.07538040 0.11056316
0.33857712 -0.38351497 0.43891848 0.11165664
1.04219681 -0.23114994 -0.18183020 0.05898105
0.51900224 0.30606422 -0.32182555 0.16053577
0.10834512 0.54187862 0.07809332 0.18402476
0.71360333 -0.05127650 0.11644623 0.18224214
0.22144853 -0.21023014 0.02628947 0.21480681
0.03227728 -0.07562940 -0.09104109 0.24003542
0.52432744 -0.13777045 -0.24897298 0.18103377
0.14449204 0.03618676 -0.07503100 0.16108611
0.25617961 0.01563335 -0.07373755 0.19519266
0.48474401 -0.53922372 0.17069188 0.19079414
0.29173724 0.01581756 -0.20206711 0.22802619
0.50281837 0.28807312 0.13290455 0.21316893
0.88250999 0.08259637 0.09903590 0.25630409
0.15471525 -0.07938125 -0.05622723 0.27446428
0.90591621 -0.12655733 0.06621488 0.22378993
0.65643934 0.28941879 -0.03343602 0.16391620
0.80694674 -0.42621628 -0.40350486 0.19319433
0.02916391 0.19649624 0.16841673 0.15586300
0.82420689 -0.16934046 -0.14088691 0.12665268
0.56973809 0.36092483 0.42345703 0.23844681
0.79845212 0.08275493 0.33384567 0.27705625
0.53603939 -0.09773538 -0.03225553 0.24163173
0.35532141 -0.04375234 -0.27935201 0.23245099
0.85625195 0.13592185 0.35739060 0.22169746
0.19267930 0.47542424 -0.39311885 0.19429943
0.30042298 -0.15520539 0.32693017 0.17538758
0.65639337 -0.06095731 -0.19815686 0.15364505
0.25601621 0.28315683 0.19965982 0.20344328
0.93811259 0.09920453 -0.66052561 0.21285444
0.28885427 0.11621783 -0.09242926 0.21388837
0.46028951 -0.27580669 0.23689739 0.24479241
0.71404816 0.12529781 -0.15840056 0.23601953
0.64407194 -0.33444123 -0.03245700 0.18760906
-0.03198239 -0.39202903 -0.08057796 0.17837958
1.19377954 -0.45018577 -0.31089515 0.16951989
0.65419370 0.44235573 0.05054312 0.19716177
0.77553546 -0.08440094 -0.12765540 0.22982111
0.62054609 -0.16457235 0.18106733 0.23933977
0.19843203 0.22249676 0.00982825 0.27302221
0.54631978 -0.41074614 -0.24494717 0.21840369
0.89966287 -0.05214975 0.06959962 0.25784785
0.38011700 -0.00726366 -0.34303801 0.30336271
0.62497056 0.09266022 0.08015368 0.30985726
0.37410379 -0.08551275 0.13429854 0.27484215
0.54714060 -0.07182635 0.47586690 0.31882017
0.36225272 0.27010462 -0.28867017 0.20659098
0.76369527 0.17703814 -0.12759129 0.20000914
0.29563079 -0.49260830 -0.15377838 0.19500844
0.73155466 -0.26940704 0.02423715 0.23589556
0.23089255 -0.05847205 -0.28676098 0.19158264
0.58050487 -0.12526987 -0.29759153 0.19421639
0.43528163 -0.23353922 -0.32848118 0.18755388
0.87068646 -0.09004372 -0.55055636 0.19347515
0.44417980 0.22867793 -0.19033966 0.14523012
0.97443597 -0.21416551 0.12585201 0.13862252
0.85915965 0.11254849 -0.34362349 0.20566396
0.36438286 0.29251775 -0.20115286 0.17515769
0.84391913 -0.10757118 0.03535933 0.27069924
0.25347318 -0.15206689 -0.21882660 0.32055153
0.65639991 0.02329939 0.11566247 0.33829618
0.47736937 -0.23255752 0.04568227 0.37294809
0.34260277 0.26960563 -0.02863060 0.35246910
0.51846622 0.11554391 -0.01909112 0.26612795
0.18548707 -0.26535747 0.26442718 0.23500600
0.62097109 -0.42039195 0.08802802 0.19529142
0.46018530 -0.21862499 -0.28621818 0.11456318
0.84998237 -0.49137459 -0.20938302 0.12116858
0.63003169 0.39459077 0.13846455 0.16574802
0.38849385 0.38233836 -0.33878085 0.20899435
0.66633404 0.12194616 -0.22027890 0.22243800
0.77439826 -0.12847253 0.17378561 0.21468987
0.14010113 0.08374402 -0.10302667 0.28194486
0.88742595 -0.01099518 0.31230738 0.20318738
0.72690319 -0.03187711 0.19691733 0.13878601
0.79851462 0.11797750 -0.57307534 0.17214427
0.35435988 0.34602646 -0.31398646 0.14301737
0.82061529 0.17661316 -0.18143809 0.10356809
0.10119209 -0.14222815 0.51950376 0.15898743
0.38418068 -0.19856434 -0.24939560 0.17483580
0.90369612 -0.06072893 -0.15647656 0.15959548
0.95336850 0.14487352 -0.22982256 0.16378288
0.29410402 0.28954249 0.00419704 0.12642842
0.21273400 -0.44577892 -0.27900968 0.09193497
0.29012885 -0.51151924 -0.27487675 0.17524699
0.37022986 -0.11567032 0.42322751 0.26041423
0.53328918 -0.04189371 0.12731384 0.25666979
0.54067048 0.10003824 0.07015372 0.30048061
0.63064714 0.69161652 0.22778146 0.30670898
0.32956950 0.09255555 -0.19793420 0.26720817
0.71156269 -0.34379685 -0.27694486 0.23875744
0.68597689 0.24941728 0.12566109 0.29504720
0.81352933 0.09345464 0.04312402 0.28374050
0.47407668 0.20325045 0.25621981 0.38058982
0.58422108 -0.02923151 0.39785145 0.39113174
0.59489456 0.01892147 0.12105648 0.31280728
0.57554844 -0.20508508 0.09449139 0.34064742
0.59031125 0.46056244 0.19711214 0.35429117
0.45112943 0.18226505 0.07696646 0.32730919
0.92735658 -0.13111355 0.04716904 0.29045773
0.57522659 0.01461986 -0.22129974 0.37389844
0.74397792 0.10449107 0.32130590 0.32304881
0.59749354 -0.10295988 0.19732359 0.31852250
0.40144890 0.27124613 0.27071050 0.33168924
0.91431973 0.09415575 -0.12162410 0.31110663
